uid,campaign,max_exposure,total_clicks,first_click,early_ctr,later_ctr,ctr_decline,fatigued,campaign_overall_ctr,campaign_total_impressions,hour_of_day,day_of_week,ctr_tier,fatigue_risk,risk_tier
18796499,31772643,13,6,0,0.5,0.45454545454545453,0.04545454545454547,0,0.446255335661622,5154,7,2,High CTR,0.086354986,Low Risk
18796499,32452111,27,7,0,0.0,0.28,-0.28,0,0.3319703552261692,3913,18,3,Medium CTR,0.13477838,Low Risk
18800349,17321082,7,5,1,0.5,0.8,-0.30000000000000004,0,0.366504854368932,2472,21,1,High CTR,0.2649729,Low Risk
18802169,10341182,5,3,1,1.0,0.3333333333333333,0.6666666666666667,1,0.4099080091146932,11849,8,0,High CTR,0.22807749,Low Risk
18803684,14661605,8,1,0,0.0,0.16666666666666666,-0.16666666666666666,0,0.3218811602365531,3551,16,5,Medium CTR,0.15854676,Low Risk
18804352,30801593,7,3,0,0.5,0.4,0.09999999999999998,0,0.3822437910362546,14012,12,2,High CTR,0.11692462,Low Risk
18807465,28137208,12,5,1,1.0,0.3,0.7,1,0.3415285943345804,1871,17,0,Medium CTR,0.33273524,Medium Risk
18808069,6810200,5,2,0,0.5,0.3333333333333333,0.16666666666666669,0,0.3090087181143042,3097,7,5,Medium CTR,0.11292555,Low Risk
18808729,27888153,7,5,1,1.0,0.6,0.4,0,0.3273092369477912,498,20,4,Medium CTR,0.37432247,Medium Risk
18814086,14445192,6,2,0,0.0,0.5,-0.5,0,0.2247807017543859,912,12,1,Low CTR,0.118596196,Low Risk
18816603,3892353,6,4,1,1.0,0.5,0.5,0,0.3252710592160133,1199,21,2,Medium CTR,0.3007758,Medium Risk
18819639,10341182,7,1,0,0.0,0.2,-0.2,0,0.4099080091146932,11849,5,4,High CTR,0.22079049,Low Risk
18820123,32368244,5,4,1,1.0,0.6666666666666666,0.33333333333333337,0,0.4429514916875427,4391,20,3,High CTR,0.28942177,Low Risk
18820827,26852338,6,2,1,0.5,0.25,0.25,0,0.2024367385192127,3201,13,4,Low CTR,0.58215445,High Risk
18821276,28795042,5,2,0,0.5,0.3333333333333333,0.16666666666666669,0,0.2601381796335236,3329,11,3,Low CTR,0.107541755,Low Risk
18822367,26852338,6,1,0,0.5,0.0,0.5,1,0.2024367385192127,3201,20,5,Low CTR,0.15490492,Low Risk
18822367,31772643,9,5,0,0.0,0.7142857142857143,-0.7142857142857143,0,0.446255335661622,5154,20,2,High CTR,0.0865438,Low Risk
18823106,28351001,6,6,1,1.0,1.0,0.0,0,0.5881664716697309,5983,5,1,High CTR,0.23045684,Low Risk
18823304,5061834,10,2,1,1.0,0.0,1.0,1,0.2671499107049059,9519,15,5,Low CTR,0.5008479,High Risk
18824152,32009848,6,0,0,0.0,0.0,0.0,0,0.2164141414141414,3960,14,2,Low CTR,0.105822764,Low Risk
18833055,10341182,5,5,1,1.0,1.0,0.0,0,0.4099080091146932,11849,6,0,High CTR,0.24850234,Low Risk
18835782,3892354,6,3,1,1.0,0.25,0.75,1,0.1959459459459459,148,9,6,Low CTR,0.7089783,Very High Risk
18846765,15184511,5,2,0,0.0,0.6666666666666666,-0.6666666666666666,0,0.3249780123131046,6822,11,6,Medium CTR,0.12372829,Low Risk
18848828,8980584,5,1,0,0.0,0.3333333333333333,-0.3333333333333333,0,0.3288590604026846,1043,12,0,Medium CTR,0.08122973,Low Risk
18849506,10341182,5,1,0,0.5,0.0,0.5,1,0.4099080091146932,11849,14,0,High CTR,0.08999313,Low Risk
18849556,18975823,5,1,1,0.5,0.0,0.5,1,0.4395967868955741,6349,13,0,High CTR,0.30220988,Medium Risk
18849556,22233130,10,4,0,0.0,0.5,-0.5,0,0.4141732283464567,635,12,0,High CTR,0.06804187,Low Risk
18855714,7121544,11,8,1,1.0,0.6666666666666666,0.33333333333333337,0,0.3454198473282442,3668,18,5,Medium CTR,0.3132204,Medium Risk
18857359,6228543,10,2,1,0.5,0.125,0.375,1,0.2691867124856815,873,15,0,Low CTR,0.45678917,Medium Risk
18860693,32368244,5,3,1,1.0,0.3333333333333333,0.6666666666666667,1,0.4429514916875427,4391,21,1,High CTR,0.27877274,Low Risk
18864733,10491643,5,2,1,0.5,0.3333333333333333,0.16666666666666669,0,0.2939346811819596,643,15,0,Low CTR,0.35510564,Medium Risk
18864733,19000595,6,2,0,0.0,0.5,-0.5,0,0.174757281553398,206,17,6,Low CTR,0.17640267,Low Risk
18866764,5061834,5,0,0,0.0,0.0,0.0,0,0.2671499107049059,9519,20,1,Low CTR,0.16742295,Low Risk
18867399,32452111,8,3,0,0.0,0.5,-0.5,0,0.3319703552261692,3913,19,2,Medium CTR,0.12715498,Low Risk
18869000,18975823,6,4,0,0.5,0.75,-0.25,0,0.4395967868955741,6349,17,0,High CTR,0.12148191,Low Risk
18869103,17686799,9,4,1,0.5,0.42857142857142855,0.07142857142857145,0,0.2946739671478347,12054,12,1,Low CTR,0.38208982,Medium Risk
18870248,24119478,5,5,1,1.0,1.0,0.0,0,0.2480620155038759,516,14,6,Low CTR,0.6313763,High Risk
18870877,2946551,9,7,1,1.0,0.7142857142857143,0.2857142857142857,0,0.5980662983425414,1448,17,1,High CTR,0.07713868,Low Risk
18871521,25998433,14,6,1,0.5,0.4166666666666667,0.08333333333333331,0,0.300768386388584,911,16,4,Low CTR,0.4345025,Medium Risk
18872589,716288,5,3,1,1.0,0.3333333333333333,0.6666666666666667,1,0.3096153846153846,2080,19,3,Medium CTR,0.35650688,Medium Risk
18875149,26852338,6,6,1,1.0,1.0,0.0,0,0.2024367385192127,3201,20,4,Low CTR,0.5389896,High Risk
18877295,15398570,9,1,0,0.5,0.0,0.5,1,0.3327908089995213,10445,5,2,Medium CTR,0.12837382,Low Risk
18878499,30801593,10,5,1,0.5,0.5,0.0,0,0.3822437910362546,14012,21,2,High CTR,0.251408,Low Risk
18882435,8980584,9,1,0,0.5,0.0,0.5,1,0.3288590604026846,1043,20,5,Medium CTR,0.14165865,Low Risk
18882534,14289571,7,1,1,0.5,0.0,0.5,1,0.2526052521884118,2399,16,1,Low CTR,0.46566015,Medium Risk
18882548,26998428,7,0,0,0.0,0.0,0.0,0,0.3056426332288401,2552,10,6,Low CTR,0.12573119,Low Risk
18882834,9100692,15,8,1,1.0,0.46153846153846156,0.5384615384615384,1,0.3081896551724138,1392,9,0,Medium CTR,0.38301286,Medium Risk
18884893,28351001,12,4,1,0.5,0.3,0.2,0,0.5881664716697309,5983,19,4,High CTR,0.18329386,Low Risk
18887363,10341182,17,9,1,0.5,0.5333333333333333,-0.033333333333333326,0,0.4099080091146932,11849,11,2,High CTR,0.28801546,Low Risk
18888700,10341182,5,1,1,0.5,0.0,0.5,1,0.4099080091146932,11849,22,0,High CTR,0.24972618,Low Risk
18889040,23530192,6,6,1,1.0,1.0,0.0,0,0.4390756302521008,476,11,2,High CTR,0.28970602,Low Risk
18892737,24045154,5,2,0,0.0,0.6666666666666666,-0.6666666666666666,0,0.3303964757709251,227,16,3,Medium CTR,0.1749747,Low Risk
18905954,26852339,7,0,0,0.0,0.0,0.0,0,0.202249938860357,4089,8,1,Low CTR,0.11111488,Low Risk
18910899,8710016,5,2,1,1.0,0.0,1.0,1,0.3264812575574365,827,12,0,Medium CTR,0.34122732,Medium Risk
18912245,10341182,5,3,1,1.0,0.3333333333333333,0.6666666666666667,1,0.4099080091146932,11849,13,0,High CTR,0.22807749,Low Risk
18912847,26750602,5,4,1,0.5,1.0,-0.5,0,0.3040935672514619,171,7,3,Low CTR,0.45816314,Medium Risk
18914532,32323516,7,5,1,1.0,0.6,0.4,0,0.2647887323943662,3550,18,1,Low CTR,0.33195552,Medium Risk
18916580,27729624,9,3,1,1.0,0.14285714285714285,0.8571428571428572,1,0.2866578599735799,757,9,5,Low CTR,0.43725866,Medium Risk
18916833,5867090,8,1,0,0.5,0.0,0.5,1,0.2565543071161049,1602,8,5,Low CTR,0.11896488,Low Risk
18916833,30801593,8,1,0,0.5,0.0,0.5,1,0.3822437910362546,14012,13,3,High CTR,0.13488665,Low Risk
18918903,32452111,12,4,1,1.0,0.2,0.8,1,0.3319703552261692,3913,10,0,Medium CTR,0.3430956,Medium Risk
18921047,18975823,9,5,1,0.5,0.5714285714285714,-0.0714285714285714,0,0.4395967868955741,6349,23,6,High CTR,0.39212832,Medium Risk
18923755,22391321,6,4,1,0.5,0.75,-0.25,0,0.2869440459110473,697,3,0,Low CTR,0.27021325,Low Risk
18926437,5044698,9,4,1,0.5,0.42857142857142855,0.07142857142857145,0,0.3453772582359192,3764,10,2,Medium CTR,0.3719272,Medium Risk
18927156,2828357,5,3,0,0.5,0.6666666666666666,-0.16666666666666663,0,0.3493234932349323,2439,11,0,Medium CTR,0.08493847,Low Risk
18927813,19602309,7,2,1,1.0,0.0,1.0,1,0.3251908396946565,3930,18,1,Medium CTR,0.3306598,Medium Risk
18931022,7061828,5,3,1,0.5,0.6666666666666666,-0.16666666666666663,0,0.2826506024096386,4150,15,0,Low CTR,0.3733734,Medium Risk
18931022,9700343,5,3,0,0.5,0.6666666666666666,-0.16666666666666663,0,0.3953488372093023,301,14,6,High CTR,0.15718517,Low Risk
18932218,17686799,6,1,1,0.5,0.0,0.5,1,0.2946739671478347,12054,19,5,Low CTR,0.3670901,Medium Risk
18934791,22233130,6,4,1,1.0,0.5,0.5,0,0.4141732283464567,635,2,3,High CTR,0.24671833,Low Risk
18939014,29427842,5,3,0,0.0,1.0,-1.0,0,0.30653990204552,6942,11,3,Medium CTR,0.107235394,Low Risk
18947057,9013587,10,5,1,1.0,0.375,0.625,1,0.2711496746203904,461,10,0,Low CTR,0.45541334,Medium Risk
18948936,4800911,6,1,1,0.5,0.0,0.5,1,0.4072327044025157,636,7,3,High CTR,0.32287535,Medium Risk
18950202,21096019,5,4,1,1.0,0.6666666666666666,0.33333333333333337,0,0.3411927877947295,721,17,1,Medium CTR,0.36528787,Medium Risk
18952017,26998428,17,3,0,0.0,0.2,-0.2,0,0.3056426332288401,2552,16,0,Low CTR,0.1098748,Low Risk
18954861,30368132,5,2,0,0.0,0.6666666666666666,-0.6666666666666666,0,0.3061855670103093,1940,9,0,Low CTR,0.08093144,Low Risk
18958876,30491418,10,1,0,0.0,0.125,-0.125,0,0.3651655861223059,5707,18,1,Medium CTR,0.13493,Low Risk
18960620,2865314,5,0,0,0.0,0.0,0.0,0,0.2063197026022304,2690,21,4,Low CTR,0.18869428,Low Risk
18960864,15184511,5,4,1,1.0,0.6666666666666666,0.33333333333333337,0,0.3249780123131046,6822,14,4,Medium CTR,0.36505514,Medium Risk
18970866,4869922,7,5,1,1.0,0.6,0.4,0,0.4405204460966542,1076,8,5,High CTR,0.27418795,Low Risk
18971255,29862638,7,1,1,0.5,0.0,0.5,1,0.2327586206896551,116,8,1,Low CTR,0.51007307,High Risk
18971855,15654890,6,1,0,0.0,0.25,-0.25,0,0.3243838028169014,2272,7,0,Medium CTR,0.080224,Low Risk
18975211,2946551,5,2,1,0.5,0.3333333333333333,0.16666666666666669,0,0.5980662983425414,1448,19,4,High CTR,0.072058685,Low Risk
18980362,2736605,5,3,0,0.5,0.6666666666666666,-0.16666666666666663,0,0.4117647058823529,1071,9,6,High CTR,0.10478871,Low Risk
18986878,15398570,6,1,0,0.0,0.25,-0.25,0,0.3327908089995213,10445,13,4,Medium CTR,0.10886883,Low Risk
18990964,32009848,5,2,0,0.0,0.6666666666666666,-0.6666666666666666,0,0.2164141414141414,3960,10,0,Low CTR,0.08319764,Low Risk
18992635,14661605,5,4,1,1.0,0.6666666666666666,0.33333333333333337,0,0.3218811602365531,3551,7,6,Medium CTR,0.39433476,Medium Risk
18992635,28739284,7,4,1,1.0,0.4,0.6,1,0.343026706231454,1685,13,5,Medium CTR,0.3637399,Medium Risk
18994725,27684173,7,5,1,1.0,0.6,0.4,0,0.2658227848101265,395,18,0,Low CTR,0.35103926,Medium Risk
18995392,13422843,6,5,1,1.0,0.75,0.25,0,0.3573148705599037,3322,5,5,Medium CTR,0.34362838,Medium Risk
18995538,6686703,14,7,1,0.5,0.5,0.0,0,0.3321616871704745,569,20,1,Medium CTR,0.26213068,Low Risk
18995615,28351001,5,3,1,1.0,0.3333333333333333,0.6666666666666667,1,0.5881664716697309,5983,6,3,High CTR,0.2301963,Low Risk
18996770,19661713,9,6,1,0.5,0.7142857142857143,-0.2142857142857143,0,0.1829268292682926,574,8,5,Low CTR,0.5773865,High Risk
19003953,497593,6,2,1,0.5,0.25,0.25,0,0.3965014577259475,5831,8,1,High CTR,0.3379475,Medium Risk
19004834,26852339,5,1,0,0.0,0.3333333333333333,-0.3333333333333333,0,0.202249938860357,4089,16,3,Low CTR,0.15657741,Low Risk
19005464,13365547,6,4,1,1.0,0.5,0.5,0,0.6735985533453888,1106,18,3,High CTR,0.08498214,Low Risk
19005946,18975823,16,13,1,1.0,0.7857142857142857,0.2142857142857143,0,0.4395967868955741,6349,13,1,High CTR,0.332768,Medium Risk
19008407,6810200,6,4,1,1.0,0.5,0.5,0,0.3090087181143042,3097,12,3,Medium CTR,0.41541246,Medium Risk
19008407,12089529,15,5,0,0.0,0.38461538461538464,-0.38461538461538464,0,0.3300970873786408,824,13,2,Medium CTR,0.1122532,Low Risk
19013479,29614011,5,1,0,0.5,0.0,0.5,1,0.3259259259259259,1215,16,0,Medium CTR,0.11412588,Low Risk
19013611,7462178,23,16,1,1.0,0.6666666666666666,0.33333333333333337,0,0.313152400835073,479,12,1,Medium CTR,0.4222109,Medium Risk
19013611,18323505,6,3,1,0.5,0.5,0.0,0,0.2562189054726368,402,15,6,Low CTR,0.5496509,High Risk
19013896,19129839,8,5,1,1.0,0.5,0.5,0,0.2885245901639344,2745,10,2,Low CTR,0.41913274,Medium Risk
19014738,4800911,10,9,0,0.5,1.0,-0.5,0,0.4072327044025157,636,5,4,High CTR,0.1837028,Low Risk
19016336,10341182,10,4,1,0.5,0.375,0.125,0,0.4099080091146932,11849,6,1,High CTR,0.3066292,Medium Risk
19016677,30676250,5,1,0,0.5,0.0,0.5,1,0.2659010600706714,1132,15,0,Low CTR,0.098869324,Low Risk
19018704,28795042,13,2,1,0.5,0.09090909090909091,0.40909090909090906,1,0.2601381796335236,3329,15,4,Low CTR,0.47514442,Medium Risk
19018919,497593,5,1,0,0.0,0.3333333333333333,-0.3333333333333333,0,0.3965014577259475,5831,13,6,High CTR,0.14495014,Low Risk
19019874,12700454,19,4,0,0.0,0.23529411764705882,-0.23529411764705882,0,0.3402722177742194,1249,22,0,Medium CTR,0.10589632,Low Risk
19020797,9097339,7,2,1,0.5,0.2,0.3,1,0.3662613981762918,658,20,0,High CTR,0.29194763,Low Risk
19021641,29091102,7,4,1,1.0,0.4,0.6,1,0.2892768079800499,401,20,4,Low CTR,0.42011154,Medium Risk
19022171,7336381,11,2,0,0.0,0.2222222222222222,-0.2222222222222222,0,0.3087248322147651,149,8,0,Medium CTR,0.074701175,Low Risk
19029283,26091094,5,2,0,0.5,0.3333333333333333,0.16666666666666669,0,0.2572658772874058,929,11,1,Low CTR,0.122743145,Low Risk
19032062,5061834,5,1,0,0.5,0.0,0.5,1,0.2671499107049059,9519,15,6,Low CTR,0.13394982,Low Risk
19034798,11500306,8,6,1,0.5,0.8333333333333334,-0.33333333333333337,0,0.400796812749004,1255,6,6,High CTR,0.333953,Medium Risk
19035143,26852339,14,2,1,0.5,0.08333333333333333,0.4166666666666667,1,0.202249938860357,4089,17,3,Low CTR,0.54136026,High Risk
19037092,24982961,13,8,1,0.5,0.6363636363636364,-0.13636363636363635,0,0.5909090909090909,176,18,5,High CTR,0.14090873,Low Risk
19039256,14121532,7,3,1,0.5,0.4,0.09999999999999998,0,0.3767386800828647,3379,10,5,High CTR,0.3350743,Medium Risk
19040295,497593,10,5,1,0.5,0.5,0.0,0,0.3965014577259475,5831,9,0,High CTR,0.2742418,Low Risk
19041750,497593,5,0,0,0.0,0.0,0.0,0,0.3965014577259475,5831,8,3,High CTR,0.1326659,Low Risk
19042189,7289590,6,1,0,0.5,0.0,0.5,1,0.336038961038961,2464,13,0,Medium CTR,0.079193495,Low Risk
19045471,26998428,12,9,1,1.0,0.7,0.30000000000000004,0,0.3056426332288401,2552,11,6,Low CTR,0.4541128,Medium Risk
19046196,17686799,64,57,1,1.0,0.8870967741935484,0.11290322580645162,0,0.2946739671478347,12054,6,0,Low CTR,0.35045332,Medium Risk
19049914,8980585,5,3,1,1.0,0.3333333333333333,0.6666666666666667,1,0.3178807947019867,1208,16,0,Medium CTR,0.37957466,Medium Risk
19050506,15743382,8,1,0,0.0,0.16666666666666666,-0.16666666666666666,0,0.2531645569620253,237,10,0,Low CTR,0.10105123,Low Risk
19052466,29614011,6,1,0,0.0,0.25,-0.25,0,0.3259259259259259,1215,20,6,Medium CTR,0.13282974,Low Risk
19054856,30810420,6,2,1,1.0,0.0,1.0,1,0.2866449511400651,307,18,6,Low CTR,0.40833193,Medium Risk
19059044,10341182,6,6,1,1.0,1.0,0.0,0,0.4099080091146932,11849,16,6,High CTR,0.31828964,Medium Risk
19059165,30491418,7,5,0,0.5,0.8,-0.30000000000000004,0,0.3651655861223059,5707,12,0,Medium CTR,0.10925961,Low Risk
19059671,14661605,5,0,0,0.0,0.0,0.0,0,0.3218811602365531,3551,22,0,Medium CTR,0.10018697,Low Risk
19065197,3892354,6,1,1,0.5,0.0,0.5,1,0.1959459459459459,148,15,1,Low CTR,0.649343,High Risk
19068650,7686710,7,2,1,0.5,0.2,0.3,1,0.3438356164383561,2190,15,2,Medium CTR,0.38166738,Medium Risk
19068724,8867068,7,6,1,1.0,0.8,0.19999999999999996,0,0.323321554770318,1132,21,4,Medium CTR,0.35978675,Medium Risk
19073806,9100693,6,2,0,0.0,0.5,-0.5,0,0.3554858934169279,3190,20,1,Medium CTR,0.11685999,Low Risk
19077155,15398570,12,8,1,0.5,0.7,-0.19999999999999996,0,0.3327908089995213,10445,6,1,Medium CTR,0.3481977,Medium Risk
19080054,10245630,5,2,1,0.5,0.3333333333333333,0.16666666666666669,0,0.3658536585365853,287,5,0,High CTR,0.2933589,Low Risk
19081607,10341182,9,7,1,0.5,0.8571428571428571,-0.3571428571428571,0,0.4099080091146932,11849,19,1,High CTR,0.25979424,Low Risk
19089877,3828354,13,8,0,0.5,0.6363636363636364,-0.13636363636363635,0,0.2830578512396694,484,13,0,Low CTR,0.07119384,Low Risk
19097300,32323516,5,0,0,0.0,0.0,0.0,0,0.2647887323943662,3550,18,0,Low CTR,0.07901431,Low Risk
19099727,497590,6,3,1,0.5,0.5,0.0,0,0.2756696428571428,896,17,2,Low CTR,0.43374628,Medium Risk
19101066,28795042,7,1,0,0.0,0.2,-0.2,0,0.2601381796335236,3329,19,2,Low CTR,0.09966468,Low Risk
19102745,21640043,5,3,1,1.0,0.3333333333333333,0.6666666666666667,1,0.3226773226773227,1001,18,0,Medium CTR,0.3569182,Medium Risk
19106800,15398570,7,2,1,0.5,0.2,0.3,1,0.3327908089995213,10445,12,4,Medium CTR,0.34247458,Medium Risk
19106827,14121532,9,7,1,1.0,0.7142857142857143,0.2857142857142857,0,0.3767386800828647,3379,7,2,High CTR,0.3226186,Medium Risk
19107790,19602309,5,2,0,0.5,0.3333333333333333,0.16666666666666669,0,0.3251908396946565,3930,21,6,Medium CTR,0.16827452,Low Risk
19108687,2865314,6,2,1,0.5,0.25,0.25,0,0.2063197026022304,2690,18,2,Low CTR,0.47187856,Medium Risk
19108687,24942663,6,4,0,0.5,0.75,-0.25,0,0.3423423423423423,111,14,1,Medium CTR,0.1449141,Low Risk
19108687,29427842,5,4,1,1.0,0.6666666666666666,0.33333333333333337,0,0.30653990204552,6942,21,5,Medium CTR,0.42777222,Medium Risk
19109519,10341182,6,5,1,1.0,0.75,0.25,0,0.4099080091146932,11849,14,6,High CTR,0.31828964,Medium Risk
19113150,32452111,8,6,1,0.5,0.8333333333333334,-0.33333333333333337,0,0.3319703552261692,3913,18,3,Medium CTR,0.32882255,Medium Risk
19113480,29427842,8,1,1,0.5,0.0,0.5,1,0.30653990204552,6942,20,3,Medium CTR,0.37228867,Medium Risk
19113498,17686799,5,2,1,1.0,0.0,1.0,1,0.2946739671478347,12054,19,5,Low CTR,0.3670901,Medium Risk
19115862,19000595,13,1,0,0.0,0.09090909090909091,-0.09090909090909091,0,0.174757281553398,206,8,0,Low CTR,0.088324994,Low Risk
19121347,23644447,25,16,1,1.0,0.6086956521739131,0.3913043478260869,0,0.4330708661417323,381,18,0,High CTR,0.24169904,Low Risk
19123807,10341182,6,5,0,0.5,1.0,-0.5,0,0.4099080091146932,11849,18,2,High CTR,0.10988679,Low Risk
19126160,18436526,5,2,0,0.5,0.3333333333333333,0.16666666666666669,0,0.2746386333771353,761,15,0,Low CTR,0.08862637,Low Risk
19127733,19530182,7,5,0,0.5,0.8,-0.30000000000000004,0,0.4053676265026558,3577,21,1,High CTR,0.08356141,Low Risk
19132620,4869923,9,2,1,0.5,0.14285714285714285,0.35714285714285715,1,0.5089463220675944,503,21,2,High CTR,0.1795763,Low Risk
19137862,18443077,9,1,0,0.0,0.14285714285714285,-0.14285714285714285,0,0.2898305084745762,590,17,1,Low CTR,0.13431424,Low Risk
19148454,29614011,5,2,1,0.5,0.3333333333333333,0.16666666666666669,0,0.3259259259259259,1215,20,3,Medium CTR,0.31190184,Medium Risk
19162188,8867068,5,1,1,0.5,0.0,0.5,1,0.323321554770318,1132,10,5,Medium CTR,0.38487926,Medium Risk
19162949,32323516,14,10,1,1.0,0.6666666666666666,0.33333333333333337,0,0.2647887323943662,3550,17,0,Low CTR,0.40713754,Medium Risk
19164077,23852330,8,3,1,0.5,0.3333333333333333,0.16666666666666669,0,0.40625,256,7,6,High CTR,0.28173998,Low Risk
19164077,28739284,10,4,1,0.5,0.375,0.125,0,0.343026706231454,1685,10,1,Medium CTR,0.3584752,Medium Risk
19164754,29427842,9,2,1,0.5,0.14285714285714285,0.35714285714285715,1,0.30653990204552,6942,10,1,Medium CTR,0.38058996,Medium Risk
19165576,11959615,10,5,1,0.5,0.5,0.0,0,0.6377063423110338,1151,13,0,High CTR,0.14811079,Low Risk
19166115,24378636,5,2,1,0.5,0.3333333333333333,0.16666666666666669,0,0.3019241652518393,3534,4,0,Low CTR,0.43090487,Medium Risk
19166866,5544859,5,1,1,0.5,0.0,0.5,1,0.498805256869773,1674,13,5,High CTR,0.24777424,Low Risk
19166980,9106407,6,1,0,0.0,0.25,-0.25,0,0.2641242937853107,708,17,5,Low CTR,0.15764372,Low Risk
19172399,5177431,6,2,0,0.5,0.25,0.25,0,0.2901554404145077,579,17,2,Low CTR,0.13431424,Low Risk
19173767,2576437,5,3,1,1.0,0.3333333333333333,0.6666666666666667,1,0.3901981788966256,3734,12,6,High CTR,0.38360646,Medium Risk
19173825,29427842,21,14,1,0.5,0.6842105263157895,-0.1842105263157895,0,0.30653990204552,6942,14,1,Medium CTR,0.37302777,Medium Risk
19174369,28137208,10,0,0,0.0,0.0,0.0,0,0.3415285943345804,1871,12,1,Medium CTR,0.10026281,Low Risk
19175358,9100691,27,18,1,0.5,0.68,-0.18000000000000005,0,0.2997159090909091,1408,6,0,Low CTR,0.38351485,Medium Risk
19175978,14121532,5,0,0,0.0,0.0,0.0,0,0.3767386800828647,3379,20,0,High CTR,0.09814561,Low Risk
19179142,7121544,5,0,0,0.0,0.0,0.0,0,0.3454198473282442,3668,6,6,Medium CTR,0.1274276,Low Risk
19179608,28351001,66,65,1,1.0,0.984375,0.015625,0,0.5881664716697309,5983,17,0,High CTR,0.16975868,Low Risk
19179641,23330020,7,4,1,1.0,0.4,0.6,1,0.4375,176,7,1,High CTR,0.29141486,Low Risk
19183481,4814007,8,2,1,0.5,0.16666666666666666,0.33333333333333337,1,0.3121951219512195,1435,7,5,Medium CTR,0.41889337,Medium Risk
19184291,30368132,7,1,0,0.0,0.2,-0.2,0,0.3061855670103093,1940,20,5,Low CTR,0.13843735,Low Risk
19184930,28351001,5,3,1,1.0,0.3333333333333333,0.6666666666666667,1,0.5881664716697309,5983,7,4,High CTR,0.20427825,Low Risk
19186817,28896342,5,2,1,1.0,0.0,1.0,1,0.3290640394088669,1015,13,6,Medium CTR,0.43224892,Medium Risk
19189035,32452111,5,4,1,1.0,0.6666666666666666,0.33333333333333337,0,0.3319703552261692,3913,19,2,Medium CTR,0.32882255,Medium Risk
19190513,17686799,6,2,0,0.5,0.25,0.25,0,0.2946739671478347,12054,18,4,Low CTR,0.14419323,Low Risk
19192709,26852338,10,3,1,1.0,0.125,0.875,1,0.2024367385192127,3201,22,3,Low CTR,0.4959043,Medium Risk
19194160,28351001,23,16,1,1.0,0.6666666666666666,0.33333333333333337,0,0.5881664716697309,5983,16,0,High CTR,0.184411,Low Risk
19196340,20496139,9,2,0,0.0,0.2857142857142857,-0.2857142857142857,0,0.1403508771929824,171,22,0,Low CTR,0.08042346,Low Risk
19196599,32323516,5,0,0,0.0,0.0,0.0,0,0.2647887323943662,3550,17,2,Low CTR,0.12612101,Low Risk
19197830,11097337,13,0,0,0.0,0.0,0.0,0,0.4670487106017192,698,7,0,High CTR,0.06311588,Low Risk
19198600,73327,5,0,0,0.0,0.0,0.0,0,0.180722891566265,249,14,4,Low CTR,0.15229982,Low Risk
19199339,32135670,39,19,1,1.0,0.4594594594594595,0.5405405405405406,1,0.2420749279538905,1388,5,0,Low CTR,0.55859834,High Risk
19206063,21307468,7,1,1,0.5,0.0,0.5,1,0.198019801980198,404,13,2,Low CTR,0.6664484,High Risk
19213383,10341182,13,11,1,1.0,0.8181818181818182,0.18181818181818177,0,0.4099080091146932,11849,10,6,High CTR,0.30763623,Medium Risk
19220729,29427842,5,0,0,0.0,0.0,0.0,0,0.30653990204552,6942,18,5,Medium CTR,0.13062955,Low Risk
19224444,19530182,10,5,1,1.0,0.375,0.625,1,0.4053676265026558,3577,9,2,High CTR,0.32238147,Medium Risk
19229507,5177431,5,0,0,0.0,0.0,0.0,0,0.2901554404145077,579,6,3,Low CTR,0.13326678,Low Risk
19234719,30471712,7,4,1,0.5,0.6,-0.09999999999999998,0,0.4786729857819905,211,6,0,High CTR,0.13561049,Low Risk
19237591,5177431,8,3,1,0.5,0.3333333333333333,0.16666666666666669,0,0.2901554404145077,579,19,3,Low CTR,0.32743627,Medium Risk
19237591,27385784,6,2,1,0.5,0.25,0.25,0,0.3142329020332717,541,16,6,Medium CTR,0.51619923,High Risk
19238567,11289564,8,4,1,1.0,0.3333333333333333,0.6666666666666667,1,0.3301343570057581,1042,16,1,Medium CTR,0.40412384,Medium Risk
19240396,19129839,12,2,0,0.0,0.2,-0.2,0,0.2885245901639344,2745,14,0,Low CTR,0.07584041,Low Risk
19240612,18975823,10,5,1,1.0,0.375,0.625,1,0.4395967868955741,6349,15,1,High CTR,0.332768,Medium Risk
19240832,29614010,5,2,1,0.5,0.3333333333333333,0.16666666666666669,0,0.3651960784313725,408,13,4,High CTR,0.36335188,Medium Risk
19246667,18975823,12,2,1,0.5,0.1,0.4,1,0.4395967868955741,6349,17,1,High CTR,0.31862435,Medium Risk
19247631,7686710,9,3,0,0.5,0.2857142857142857,0.2142857142857143,0,0.3438356164383561,2190,21,5,Medium CTR,0.16354717,Low Risk
19255093,14458654,10,8,1,0.5,0.875,-0.375,0,0.5606860158311345,758,21,4,High CTR,0.15018131,Low Risk
19262699,14661605,5,1,0,0.0,0.3333333333333333,-0.3333333333333333,0,0.3218811602365531,3551,10,1,Medium CTR,0.110837415,Low Risk
19265765,10341182,12,7,0,0.5,0.6,-0.09999999999999998,0,0.4099080091146932,11849,6,1,High CTR,0.14154232,Low Risk
19266290,2946551,9,6,1,1.0,0.5714285714285714,0.4285714285714286,0,0.5980662983425414,1448,19,2,High CTR,0.057122562,Low Risk
